dbn,school_name,school_type,enrollment,uhf_name,lat,lon,chronic_absenteeism_rate,asthma_ed_rate,svi_overall,svi_socioeconomic,distance_to_nearest_mshp_miles,accessibility_tier,asthma_score,absenteeism_score,enrollment_score,svi_score,isolation_score,enhanced_priority_score,enhanced_priority_rank,enhanced_priority_tier
08X448,Soundview Academy for Culture and Scholarship,High School,255.0,Pelham - Throgs Neck,40.822925,-73.859998,56.47058868,98.3,0.5874999999999999,0.62,0.2432253713639367,Very Close (<0.25 mi),14.160839160839162,96.5034965034965,22.727272727272727,14.160839160839162,22.9020979020979,33.22552447552448,255,Tier 4 - Lower (Bottom 50%)
10X310,P.S. 310 Marble Hill,Elementary,471.0,Kingsbridge - Riverdale,40.872477,-73.905547,39.91507339,44.8,0.5125,0.45,0.5020809296827,Moderate (0.5-1 mi),2.972027972027972,60.13986013986013,69.93006993006993,2.972027972027972,58.74125874125874,32.81468531468531,256,Tier 4 - Lower (Bottom 50%)
08X583,P.S. 583,Elementary,460.0,Pelham - Throgs Neck,40.826949,-73.859622,33.47826004,98.3,0.5874999999999999,0.62,0.44054651907265363,Close (0.25-0.5 mi),14.160839160839162,38.81118881118881,67.83216783216784,14.160839160839162,51.74825174825175,32.77972027972028,257,Tier 4 - Lower (Bottom 50%)
11X108,P.S. 108 Philip J. Abinanti,Elementary,711.0,Pelham - Throgs Neck,40.8547,-73.8532,18.28410721,98.3,0.5874999999999999,0.62,0.5588326012622999,Moderate (0.5-1 mi),14.160839160839162,12.587412587412588,88.46153846153845,14.160839160839162,65.73426573426573,32.72727272727273,258,Tier 4 - Lower (Bottom 50%)
10X228,Jonas Bronck Academy,High School,396.0,Fordham - Bronx Park,40.860987,-73.891562,18.939394,132.4,0.7549999999999999,0.78,0.18601896423190611,Very Close (<0.25 mi),39.68531468531469,13.286713286713287,51.92307692307693,39.68531468531469,13.286713286713287,32.28146853146853,259,Tier 4 - Lower (Bottom 50%)
08X131,J.H.S. 131 Albert Einstein,Middle School,343.0,Pelham - Throgs Neck,40.822925,-73.859998,44.02332306,98.3,0.5874999999999999,0.62,0.2432253713639367,Very Close (<0.25 mi),14.160839160839162,77.97202797202797,39.68531468531469,14.160839160839162,22.9020979020979,32.06293706293707,260,Tier 4 - Lower (Bottom 50%)
10X024,P.S. 024 Spuyten Duyvil,Elementary,755.0,Kingsbridge - Riverdale,40.886922,-73.915114,12.847682,44.8,0.5125,0.45,1.253907015089378,Far (>1 mi),2.972027972027972,11.538461538461538,91.95804195804196,2.972027972027972,95.8041958041958,31.958041958041957,261,Tier 4 - Lower (Bottom 50%)
12X098,J.H.S. 098 Herman Ridder,Middle School,,Crotona - Tremont,40.836245,-73.890591,,171.9,0.8524999999999999,0.88,0.0,,57.692307692307686,5.419580419580419,5.419580419580419,57.692307692307686,1.2237762237762237,30.92657342657342,262,Tier 4 - Lower (Bottom 50%)
10X237,"The Marie Curie School for Medicine, Nursing, and",Other,287.0,Kingsbridge - Riverdale,40.875636,-73.901565,45.99303055,44.8,0.5125,0.45,0.5115287718803887,Moderate (0.5-1 mi),2.972027972027972,80.76923076923077,28.321678321678323,2.972027972027972,59.61538461538461,30.830419580419587,263,Tier 4 - Lower (Bottom 50%)
11X175,P.S. 175 City Island,Elementary,280.0,Pelham - Throgs Neck,40.844353,-73.78354,26.4285717,98.3,0.5874999999999999,0.62,2.946585218662399,Far (>1 mi),14.160839160839162,22.377622377622377,26.573426573426573,14.160839160839162,100.0,30.541958041958043,264,Tier 4 - Lower (Bottom 50%)
10X244,The New School for Leadership and Journalism,Other,615.0,Kingsbridge - Riverdale,40.875636,-73.901565,32.03252029,44.8,0.5125,0.45,0.5115287718803887,Moderate (0.5-1 mi),2.972027972027972,33.56643356643357,82.16783216783216,2.972027972027972,59.61538461538461,29.466783216783213,265,Tier 4 - Lower (Bottom 50%)
10X159,P.S. 159 Luis Munoz Marin Biling,Elementary,146.0,Fordham - Bronx Park,40.85568,-73.893136,27.39726067,132.4,0.7549999999999999,0.78,0.22306169341935228,Very Close (<0.25 mi),39.68531468531469,24.125874125874127,11.188811188811188,39.68531468531469,20.27972027972028,29.38811188811189,266,Tier 4 - Lower (Bottom 50%)
75X176,P.S. X176,Elementary,,Northeast Bronx,40.874035,-73.831669,,104.6,0.6325000000000001,0.65,0.9268206870715487,Moderate (0.5-1 mi),28.146853146853147,5.419580419580419,5.419580419580419,28.146853146853147,88.2867132867133,29.213286713286713,267,Tier 4 - Lower (Bottom 50%)
75X596,P.S. X596,Elementary,,Northeast Bronx,40.874035,-73.831669,,104.6,0.6325000000000001,0.65,0.9268206870715487,Moderate (0.5-1 mi),28.146853146853147,5.419580419580419,5.419580419580419,28.146853146853147,88.2867132867133,29.213286713286713,267,Tier 4 - Lower (Bottom 50%)
10X477,Marble Hill High School for International Studies,High School,403.0,Kingsbridge - Riverdale,40.877379,-73.912686,29.03225899,44.8,0.5125,0.45,0.9982001892234688,Moderate (0.5-1 mi),2.972027972027972,27.972027972027973,55.24475524475524,2.972027972027972,91.6083916083916,29.108391608391607,269,Tier 4 - Lower (Bottom 50%)
75X469,P469X - The Bronx School for Continuous Learners,Other,,Fordham - Bronx Park,40.872559,-73.875375,,132.4,0.7549999999999999,0.78,0.4166304627628828,Close (0.25-0.5 mi),39.68531468531469,5.419580419580419,5.419580419580419,39.68531468531469,48.07692307692308,28.951048951048953,270,Tier 4 - Lower (Bottom 50%)
10X360,P.S. 360,Elementary,305.0,Kingsbridge - Riverdale,40.874717,-73.902214,42.62295151,44.8,0.5125,0.45,0.4744349376149577,Close (0.25-0.5 mi),2.972027972027972,71.32867132867133,30.594405594405593,2.972027972027972,55.24475524475524,28.62762237762238,271,Tier 4 - Lower (Bottom 50%)
11X418,Bronx High School for the Visual Arts,High School,430.0,Pelham - Throgs Neck,40.851577,-73.864438,37.6744194,98.3,0.5874999999999999,0.62,0.14079079783040716,Very Close (<0.25 mi),14.160839160839162,51.048951048951054,61.713286713286706,14.160839160839162,5.944055944055944,27.438811188811187,272,Tier 4 - Lower (Bottom 50%)
11X481,The STEAM Bridge School,Other,287.0,Pelham - Throgs Neck,40.843531,-73.865498,28.22299576,98.3,0.5874999999999999,0.62,0.6606816179955365,Moderate (0.5-1 mi),14.160839160839162,25.874125874125873,28.321678321678323,14.160839160839162,72.37762237762237,27.36013986013986,273,Tier 4 - Lower (Bottom 50%)
75X168,P.S. 168,Elementary,,Fordham - Bronx Park,40.869482,-73.878731,,132.4,0.7549999999999999,0.78,0.30788004901447114,Close (0.25-0.5 mi),39.68531468531469,5.419580419580419,5.419580419580419,39.68531468531469,29.895104895104897,26.223776223776223,274,Tier 4 - Lower (Bottom 50%)
10X307,Luisa Pineiro Fuentes School of Science and Discov,Other,,Fordham - Bronx Park,40.869142,-73.901821,,132.4,0.7549999999999999,0.78,0.24852147871123662,Very Close (<0.25 mi),39.68531468531469,5.419580419580419,5.419580419580419,39.68531468531469,24.125874125874127,25.35839160839161,275,Tier 4 - Lower (Bottom 50%)
10X007,Milton Fein School,Other,391.0,Kingsbridge - Riverdale,40.881562,-73.905697,22.25063896,44.8,0.5125,0.45,0.7402719152434307,Moderate (0.5-1 mi),2.972027972027972,15.034965034965033,50.0,2.972027972027972,81.11888111888112,24.16083916083916,276,Tier 4 - Lower (Bottom 50%)
75X723,P.S. 723,Elementary,,Northeast Bronx,40.88298,-73.831856,,104.6,0.6325000000000001,0.65,0.45906896133732067,Close (0.25-0.5 mi),28.146853146853147,5.419580419580419,5.419580419580419,28.146853146853147,52.7972027972028,23.88986013986014,277,Tier 4 - Lower (Bottom 50%)
75X010,P.S. X010,Elementary,,Pelham - Throgs Neck,40.82708,-73.829211,,98.3,0.5874999999999999,0.62,1.0312633640566373,Far (>1 mi),14.160839160839162,5.419580419580419,5.419580419580419,14.160839160839162,93.00699300699301,22.92832167832168,278,Tier 4 - Lower (Bottom 50%)
11X253,Bronx High School for Writing and Communication Ar,High School,,Fordham - Bronx Park,40.875172,-73.861649,,132.4,0.7549999999999999,0.78,0.0,,39.68531468531469,5.419580419580419,5.419580419580419,39.68531468531469,1.2237762237762237,21.923076923076923,279,Tier 4 - Lower (Bottom 50%)
75M501,Home Instruction,Other,,Pelham - Throgs Neck,40.831829,-73.827642,,98.3,0.5874999999999999,0.62,0.8313542549325262,Moderate (0.5-1 mi),14.160839160839162,5.419580419580419,5.419580419580419,14.160839160839162,85.83916083916084,21.853146853146853,280,Tier 4 - Lower (Bottom 50%)
75M401,Hospital Schools,Other,,Pelham - Throgs Neck,40.831829,-73.827642,,98.3,0.5874999999999999,0.62,0.8313542549325262,Moderate (0.5-1 mi),14.160839160839162,5.419580419580419,5.419580419580419,14.160839160839162,85.83916083916084,21.853146853146853,280,Tier 4 - Lower (Bottom 50%)
11X357,Young Voices Academy of the Bronx,High School,403.0,Pelham - Throgs Neck,40.854423,-73.863733,27.29528618,98.3,0.5874999999999999,0.62,0.1617834015817027,Very Close (<0.25 mi),14.160839160839162,23.776223776223777,55.24475524475524,14.160839160839162,9.44055944055944,21.53846153846154,282,Tier 4 - Lower (Bottom 50%)
08X537,Bronx Arena High School,High School,,Pelham - Throgs Neck,40.820486,-73.881187,,98.3,0.5874999999999999,0.62,0.6977166439294773,Moderate (0.5-1 mi),14.160839160839162,5.419580419580419,5.419580419580419,14.160839160839162,75.52447552447552,20.305944055944053,283,Tier 4 - Lower (Bottom 50%)
10X397,English Language Learners and International Suppor,Other,,Kingsbridge - Riverdale,40.877379,-73.912686,,44.8,0.5125,0.45,0.9982001892234688,Moderate (0.5-1 mi),2.972027972027972,5.419580419580419,5.419580419580419,2.972027972027972,91.6083916083916,17.124125874125873,284,Tier 4 - Lower (Bottom 50%)
75X012,P.S. X012 Lewis and Clark School,Elementary,,Pelham - Throgs Neck,40.840625,-73.844685,,98.3,0.5874999999999999,0.62,0.2730966353631414,Close (0.25-0.5 mi),14.160839160839162,5.419580419580419,5.419580419580419,14.160839160839162,28.321678321678323,13.225524475524475,285,Tier 4 - Lower (Bottom 50%)
75X721,P.S. X721 - Stephen McSweeney School,Elementary,,Pelham - Throgs Neck,40.842725,-73.839114,,98.3,0.5874999999999999,0.62,0.20530693855262877,Very Close (<0.25 mi),14.160839160839162,5.419580419580419,5.419580419580419,14.160839160839162,16.783216783216783,11.494755244755243,286,Tier 4 - Lower (Bottom 50%)
